season_number,season_date,season_time,market_fmid
1748,1,01/01/2018 to 12/31/2018,Thu: 3:00 PM-7:00 PM;,1010319
1749,1,06/12/2019 to 09/25/2019,Wed: 9:00 AM-1:00 PM;,1019509
1750,1,06/17/2021 to 06/17/2021,Thu: 10:00 AM-1:00 PM;,1021367
1751,1,05/23/2020 to 10/01/2020,Sun: 9:00 AM-12:00 PM;,1019444
1752,1,06/03/2021 to 06/03/2021,Thu: 12:00 PM-5:00 PM;,1021274
1753,1,05/15/2021 to 05/15/2021,Sat: 9:00 AM-12:00 PM;,1019797
1754,1,05/21/2020 to 10/08/2020,Thu: 3:00 PM-7:00 PM;,1021246
1755,1,05/04/2018 to 10/26/2018,Fri: 3:00 PM-6:00 PM;,1002816
1756,1,05/02/2020 to 10/31/2020,Sat: 9:00 AM-1:00 PM;,1020070
1757,1,04/17/2021 to 04/17/2021,Sat: 7:00 AM-12:30 PM;,1001661
1758,1,04/18/2020 to 11/07/2020,Sat: 7:00 AM-12:30 PM;,1021217
1759,1,07/12/2018 to ,Thu: 11:00 AM-12:30 PM;,1004515
1760,1,01/01/2018 to 12/31/2018,Sat: 9:00 AM-1:00 PM;,1005280
1761,1,01/01/2021 to 01/01/2021,Thu: 12:00 AM-5:00 AM;,1020020
1762,1,06/07/2020 to 10/04/2020,Sun: 10:00 AM-1:00 PM;,1021258
1763,1,05/20/2020 to 08/12/2020,Wed: 3:30 PM-7:00 PM;,1020010
1764,1,05/29/2021 to 05/29/2021,Sat: 9:00 AM-2:00 PM;,1021488
1765,1,05/02/2020 to 10/31/2020,Sat: 8:30 AM-12:00 PM;,1019955
1766,1,04/19/2019 to 11/17/2019,Fri: 10:00 AM-4:00 PM;Sat: 10:00 AM-4:00 PM;Sun: 10:00 AM-4:00 PM;,1019392
1767,1,04/28/2020 to 09/29/2020,Tue: 5:00 PM-8:00 PM;,1020157
1768,1,04/28/2020 to 09/30/2020,Thu: 5:00 PM-8:00 PM;,1020156
1769,1,06/30/2018 to 09/29/2018,Sat: 8:30 AM-1:00 PM;,1019221
1770,1,03/01/2021 to 03/01/2021,Thu: 10:00 AM-1:00 PM;,1021495
1771,1,03/01/2021 to 03/01/2021,Mon: 10:00 AM-1:00 PM;,1021497
1772,1,03/01/2021 to 03/01/2021,Mon: 10:00 AM-1:00 PM;,1021498
1773,1,03/01/2021 to 03/01/2021,Thu: 10:00 AM-1:00 PM;,1021496
1774,1,06/01/2020 to 09/30/2020,Tue: 4:00 AM-6:30 PM;,1019878
1775,1,04/28/2018 to 10/27/2018,Sat: 9:00 AM-5:00 PM;,1019069
1776,1,04/01/2020 to 10/17/2020,Tue: 3:30 PM-5:30 PM;Sat: 7:30 AM-12:00 PM;,1018274
1777,1,06/13/2019 to 11/14/2019,Thu: 3:00 PM-6:30 PM;,1019652
1778,1,03/19/2022 to 03/19/2022,Sat: 8:00 AM-12:00 PM;,1021720
1779,1,06/05/2021 to 06/05/2021,Sat: 9:00 AM-2:00 PM;,1019337
1780,1,01/04/2020 to 12/26/2020,Sat: 9:00 AM-1:00 PM;,1020187
1781,1,06/08/2019 to 10/26/2019,Sat: 9:30 AM-1:30 PM;,1019433
1782,1,05/16/2019 to 11/14/2019,Thu: 4:00 PM-7:00 PM;,1011274
1783,1,09/28/2020 to 12/28/2020,Mon: 2:00 PM-6:00 PM;,1021231
1784,1,04/07/2018 to 10/27/2018,Sat: 8:00 AM-12:00 PM;,1019229
1785,1,12/14/2019 to 02/22/2020,Sat: 8:00 AM-12:00 PM;,1019653
1786,1,01/05/2019 to 05/25/2019,Sat: 9:00 AM-3:00 PM;,1019449
1787,1,11/01/2017 to 04/18/2018,Wed: 10:00 AM-2:00 PM;,1018925
1788,1,06/06/2019 to 10/26/2019,Thu: 8:00 AM-2:00 PM;Sat: 8:00 AM-2:00 PM;,1019463
1789,1,06/14/2018 to 10/04/2018,Thu: 5:00 AM-7:00 PM;,1008231
1790,1,01/01/2020 to ,Mon: 8:00 AM-5:00 PM;Tue: 8:00 AM-5:00 PM;Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;Sun: 8:00 AM-5:00 PM;,1019845
1791,1,04/12/2020 to 10/31/2020,Tue: 10:00 AM-5:00 PM;Fri: 10:00 AM-5:00 PM;Sat: 10:00 AM-5:00 PM;,1020158
1792,1,05/21/2015 to 10/15/2020,Thu: 12:30 PM-4:30 PM;,1009027
1793,1,01/01/2018 to 12/31/2018,Tue: 3:00 PM-7:00 PM;Sat: 10:00 AM-2:00 PM;,1019098
1794,1,05/02/2020 to 10/31/2020,Mon: 3:00 PM-6:00 PM;Wed: 3:00 PM-6:00 PM;Sat: 8:30 AM-12:00 PM;,1020168
1795,1,05/30/2018 to 10/17/2018,Wed: 3:30 AM-8:00 PM;,1019038
1796,1,04/21/2018 to 12/29/2018,Sat: 8:30 AM-12:00 PM;,1005140
1797,1,10/31/2020 to 10/31/2020,Sat: 9:00 AM-1:00 PM;,1021317
1798,1,04/17/2021 to 04/17/2021,Sat: 8:00 AM-1:00 PM;,1021386
1799,1,06/01/2021 to 06/01/2021,Tue: 8:00 AM-1:00 PM;,1021385
1800,1,05/01/2020 to 10/31/2020,Tue: 2:00 PM-6:00 PM;Thu: 2:00 PM-6:00 PM;Sat: 7:30 AM-1:00 PM;,1011337
1801,1,04/03/2021 to 04/03/2021,Sat: 8:00 AM-12:00 PM;,1021328
1802,1,07/07/2020 to 10/27/2020,Wed: 3:00 PM-6:00 PM;,1019912
1803,1,05/01/2021 to 05/01/2021,Sat: 9:00 AM-12:00 PM;,1007309
1804,2,12/12/2020 to 12/12/2020,Sat: 10:00 AM-12:00 PM;,1007309
1805,1,01/01/2018 to 01/01/2018,Sat: 8:00 AM-12:00 PM;,1017915
1806,1,10/19/2019 to 04/18/2020,Sun: 9:00 AM-12:00 PM;,1019708
1807,1,05/01/2017 to 05/01/2017,Sat: 9:00 AM-1:00 PM;,1018508
1808,2,05/01/2021 to 05/01/2021,Sat: 9:00 AM-1:00 PM;,1018508
1809,1,05/25/2019 to 10/12/2019,Sat: 7:30 AM-12:00 PM;,1007259
1810,2,11/23/2019 to 11/23/2019,Sat: 9:00 AM-1:00 PM;,1007259
1811,1,01/01/2020 to 12/31/2020,Sat: 8:00 AM-4:00 PM;Sun: 8:00 AM-4:00 PM;,1002366
1812,1,05/10/2019 to 10/18/2019,Fri: 4:00 PM-7:00 PM;,1019508
1813,1,01/01/2018 to 12/31/2018,Wed: 4:00 PM-8:00 PM;,1019247
1814,1,01/01/2018 to 12/31/2018,Sun: 11:00 AM-3:00 PM;,1019245
1815,1,01/01/2018 to 12/31/2018,Sun: 11:00 AM-3:00 PM;,1019246
1816,1,01/01/2018 to 12/31/2018,Fri: 4:00 PM-8:00 PM;,1019250
1817,1,01/01/2018 to 12/31/2018,Sun: 11:00 AM-3:00 PM;,1019242
1818,1,01/01/2018 to 12/31/2018,Sun: 11:00 AM-3:00 PM;,1019244
1819,1,01/01/2018 to 12/31/2018,Tue: 3:00 PM-7:00 PM;,1019327
1820,1,06/14/2017 to 10/11/2017,Wed: 10:00 AM-1:00 PM;,1016909
1821,1,04/16/2021 to 04/16/2021,Fri: 4:00 PM-8:00 PM;,1021545
1822,2,10/01/2021 to 10/01/2021,Fri: 9:00 AM-2:00 PM;,1021545
1823,1,05/02/2020 to 08/29/2020,Sat: 9:00 AM-1:00 PM;,1019863
1824,1,06/01/2020 to 10/12/2020,Mon: 3:30 PM-7:00 PM;,1019792
